Baud, Errors
8080, 19003, 40
8081, 19003, 35
8082, 19003, 22
8083, 19003, 11
8084, 19003, 14
8085, 19003, 29
8086, 19003, 38
8087, 19003, 35
8088, 19003, 39
8089, 19003, 40
8090, 19003, 37
8091, 19003, 38
8092, 19003, 41
8093, 19003, 41
8094, 19003, 29
8095, 19003, 5
8096, 19003, 10
8097, 19003, 13
8098, 19003, 29
8099, 19003, 32
8100, 19003, 39
7900, 19004, 40
7901, 19004, 41
7902, 19004, 43
7903, 19004, 42
7904, 19004, 43
7905, 19004, 41
7906, 19004, 35
7907, 19004, 20
7908, 19004, 6
7909, 19004, 13
7910, 19004, 26
7911, 19004, 38
7912, 19004, 40
7913, 19004, 44
7914, 19004, 42
7915, 19004, 40
7916, 19004, 42
7917, 19004, 34
7918, 19004, 37
7919, 19004, 17
7920, 19004, 8
7921, 19004, 8
7922, 19004, 18
7923, 19004, 29
7924, 19004, 42
7925, 19004, 44
7926, 19004, 41
7927, 19004, 41
7928, 19004, 42
7929, 19004, 42
7930, 19004, 40
7931, 19004, 34
7932, 19004, 23
7933, 19004, 12
7934, 19004, 14
7935, 19004, 20
7936, 19004, 35
7937, 19004, 40
7938, 19004, 41
7939, 19004, 42
7940, 19004, 39
7941, 19004, 43
7942, 19004, 40
7943, 19004, 37
7944, 19004, 32
7945, 19004, 18
7946, 19004, 4
7947, 19004, 12
7948, 19004, 32
7949, 19004, 41
7950, 19004, 42
7951, 19004, 41
7952, 19004, 46
7953, 19004, 42
7954, 19004, 42
7955, 19004, 36
7956, 19004, 33
7957, 19004, 20
7958, 19004, 11
7959, 19004, 15
7960, 19004, 23
7961, 19004, 34
7962, 19004, 41
7963, 19004, 43
7964, 19004, 43
7965, 19004, 43
7966, 19004, 38
7967, 19004, 38
7968, 19004, 38
7969, 19004, 31
7970, 19004, 16
7971, 19004, 12
7972, 19004, 24
7973, 19004, 31
7974, 19004, 44
7975, 19004, 38
7976, 19004, 46
7977, 19004, 39
7978, 19004, 40
7979, 19004, 42
7980, 19004, 40
7981, 19004, 35
7982, 19004, 19
7983, 19004, 11
7984, 19004, 15
7985, 19004, 23
7986, 19004, 39
7987, 19004, 42
7988, 19004, 43
7989, 19004, 41
7990, 19004, 43
7991, 19004, 42
7992, 19004, 47
7993, 19004, 32
7994, 19004, 31
7995, 19004, 11
7996, 19004, 10
7997, 19004, 9
7998, 19004, 34
7999, 19004, 40
8000, 19004, 45
8001, 19004, 45
8002, 19004, 43
8003, 19004, 40
8004, 19004, 45
8005, 19004, 41
8006, 19004, 34
8007, 19004, 13
8008, 19004, 9
8009, 19004, 13
8010, 19004, 33
8011, 19004, 33
8012, 19004, 44
8013, 19004, 42
8014, 19004, 43
8015, 19004, 39
8016, 19004, 42
8017, 19004, 36
8018, 19004, 35
8019, 19004, 28
8020, 19004, 17
8021, 19004, 11
8022, 19004, 20
8023, 19004, 30
8024, 19004, 39
8025, 19004, 37
8026, 19004, 42
8027, 19004, 40
8028, 19004, 43
8029, 19004, 45
8030, 19004, 39
8031, 19004, 32
8032, 19004, 25
8033, 19004, 9
8034, 19004, 13
8035, 19004, 25
8036, 19004, 32
8037, 19004, 38
8038, 19004, 42
8039, 19004, 43
8040, 19004, 39
8041, 19004, 40
8042, 19004, 38
8043, 19004, 37
8044, 19004, 28
8045, 19004, 8
8046, 19004, 7
8047, 19004, 14
8048, 19004, 33
8049, 19004, 38
8050, 19004, 40
8051, 19004, 40
8052, 19004, 41
8053, 19004, 43
8054, 19004, 39
8055, 19004, 40
8056, 19004, 30
8057, 19004, 13
8058, 19004, 9
8059, 19004, 8
8060, 19004, 24
8061, 19004, 35
8062, 19004, 43
8063, 19004, 38
8064, 19004, 39
8065, 19004, 41
8066, 19004, 39
8067, 19004, 37
8068, 19004, 35
8069, 19004, 28
8070, 19004, 13
8071, 19004, 7
8072, 19004, 18
8073, 19004, 25
8074, 19004, 40
8075, 19004, 42
8076, 19004, 38
8077, 19004, 41
8078, 19004, 39
8079, 19004, 39
8080, 19004, 34
8081, 19004, 36
8082, 19004, 21
8083, 19004, 8
8084, 19004, 13
8085, 19004, 28
8086, 19004, 38
8087, 19004, 32
8088, 19004, 38
8089, 19004, 41
8090, 19004, 41
8091, 19004, 38
8092, 19004, 38
8093, 19004, 34
8094, 19004, 23
8095, 19004, 11
8096, 19004, 9
8097, 19004, 11
8098, 19004, 32
8099, 19004, 38
8100, 19004, 43
7900, 19005, 39
7901, 19005, 40
7902, 19005, 43
7903, 19005, 41
7904, 19005, 43
7905, 19005, 43
7906, 19005, 36
7907, 19005, 16
7908, 19005, 11
7909, 19005, 15
7910, 19005, 26
7911, 19005, 35
7912, 19005, 40
7913, 19005, 44
7914, 19005, 44
7915, 19005, 42
7916, 19005, 40
7917, 19005, 39
7918, 19005, 33
7919, 19005, 28
7920, 19005, 10
7921, 19005, 11
7922, 19005, 23
7923, 19005, 33
7924, 19005, 38
7925, 19005, 38
7926, 19005, 43
7927, 19005, 41
7928, 19005, 39
7929, 19005, 41
7930, 19005, 41
7931, 19005, 35
7932, 19005, 20
7933, 19005, 13
7934, 19005, 15
7935, 19005, 25
7936, 19005, 37
7937, 19005, 37
7938, 19005, 43
7939, 19005, 43
7940, 19005, 43
7941, 19005, 45
7942, 19005, 42
7943, 19005, 33
7944, 19005, 29
7945, 19005, 21
7946, 19005, 11
7947, 19005, 16
7948, 19005, 29
7949, 19005, 41
7950, 19005, 40
7951, 19005, 44
7952, 19005, 44
7953, 19005, 45
7954, 19005, 42
7955, 19005, 38
7956, 19005, 37
7957, 19005, 18
7958, 19005, 14
7959, 19005, 14
7960, 19005, 29
7961, 19005, 41
7962, 19005, 43
7963, 19005, 45
7964, 19005, 43
7965, 19005, 45
7966, 19005, 39
7967, 19005, 39
7968, 19005, 34
7969, 19005, 31
7970, 19005, 17
7971, 19005, 10
7972, 19005, 24
7973, 19005, 35
7974, 19005, 42
7975, 19005, 39
7976, 19005, 44
7977, 19005, 41
7978, 19005, 43
7979, 19005, 41
7980, 19005, 41
7981, 19005, 41
7982, 19005, 15
7983, 19005, 10
7984, 19005, 15
7985, 19005, 32
7986, 19005, 35
7987, 19005, 40
7988, 19005, 43
7989, 19005, 44
7990, 19005, 43
7991, 19005, 40
7992, 19005, 45
7993, 19005, 39
7994, 19005, 30
7995, 19005, 13
7996, 19005, 8
7997, 19005, 16
7998, 19005, 33
7999, 19005, 40
8000, 19005, 42
8001, 19005, 43
8002, 19005, 44
8003, 19005, 43
8004, 19005, 46
8005, 19005, 40
8006, 19005, 35
8007, 19005, 13
8008, 19005, 6
8009, 19005, 17
8010, 19005, 32
8011, 19005, 39
8012, 19005, 46
8013, 19005, 43
8014, 19005, 43
8015, 19005, 41
8016, 19005, 41
8017, 19005, 37
8018, 19005, 39
8019, 19005, 28
8020, 19005, 14
8021, 19005, 15
8022, 19005, 15
8023, 19005, 26
8024, 19005, 44
8025, 19005, 40
8026, 19005, 42
8027, 19005, 39
8028, 19005, 43
8029, 19005, 46
8030, 19005, 40
8031, 19005, 28
8032, 19005, 18
8033, 19005, 13
8034, 19005, 14
8035, 19005, 26
8036, 19005, 35
8037, 19005, 37
8038, 19005, 39
8039, 19005, 44
8040, 19005, 43
8041, 19005, 43
8042, 19005, 36
8043, 19005, 35
8044, 19005, 25
8045, 19005, 14
8046, 19005, 7
8047, 19005, 12
8048, 19005, 28
8049, 19005, 36
8050, 19005, 40
8051, 19005, 40
8052, 19005, 42
8053, 19005, 44
8054, 19005, 40
8055, 19005, 40
8056, 19005, 28
8057, 19005, 16
8058, 19005, 5
8059, 19005, 12
8060, 19005, 21
8061, 19005, 33
8062, 19005, 40
8063, 19005, 39
8064, 19005, 42
8065, 19005, 40
8066, 19005, 41
8067, 19005, 35
8068, 19005, 34
8069, 19005, 31
8070, 19005, 15
8071, 19005, 8
8072, 19005, 15
8073, 19005, 21
8074, 19005, 38
8075, 19005, 38
8076, 19005, 37
8077, 19005, 42
8078, 19005, 37
8079, 19005, 41
8080, 19005, 38
8081, 19005, 33
8082, 19005, 17
8083, 19005, 6
8084, 19005, 14
8085, 19005, 25
8086, 19005, 38
8087, 19005, 36
8088, 19005, 39
8089, 19005, 41
8090, 19005, 41
8091, 19005, 41
8092, 19005, 42
8093, 19005, 36
8094, 19005, 29
8095, 19005, 14
8096, 19005, 11
8097, 19005, 20
8098, 19005, 32
8099, 19005, 36
8100, 19005, 42
7900, 19006, 43
7901, 19006, 42
7902, 19006, 38
7903, 19006, 44
7904, 19006, 44
7905, 19006, 41
7906, 19006, 33
7907, 19006, 16
7908, 19006, 12
7909, 19006, 15
7910, 19006, 26
7911, 19006, 30
7912, 19006, 45
7913, 19006, 43
7914, 19006, 45
7915, 19006, 40
7916, 19006, 41
7917, 19006, 38
7918, 19006, 36
7919, 19006, 28
7920, 19006, 14
7921, 19006, 12
7922, 19006, 16
7923, 19006, 35
7924, 19006, 39
7925, 19006, 41
7926, 19006, 41
7927, 19006, 43
7928, 19006, 41
7929, 19006, 40
7930, 19006, 42
7931, 19006, 31
7932, 19006, 20
7933, 19006, 14
7934, 19006, 15
7935, 19006, 26
7936, 19006, 35
7937, 19006, 35
7938, 19006, 41
7939, 19006, 44
7940, 19006, 43
7941, 19006, 41
7942, 19006, 44
7943, 19006, 38
7944, 19006, 27
7945, 19006, 14
7946, 19006, 7
7947, 19006, 21
7948, 19006, 35
7949, 19006, 36
7950, 19006, 44
7951, 19006, 42
7952, 19006, 45
7953, 19006, 44
7954, 19006, 41
7955, 19006, 39
7956, 19006, 37
7957, 19006, 28
7958, 19006, 12
7959, 19006, 21
7960, 19006, 27
7961, 19006, 39
7962, 19006, 46
7963, 19006, 45
7964, 19006, 44
7965, 19006, 43
7966, 19006, 41
7967, 19006, 36
7968, 19006, 40
7969, 19006, 29
7970, 19006, 15
7971, 19006, 11
7972, 19006, 22
7973, 19006, 32
7974, 19006, 42
7975, 19006, 41
7976, 19006, 45
7977, 19006, 42
7978, 19006, 42
7979, 19006, 39
7980, 19006, 44
7981, 19006, 38
7982, 19006, 19
7983, 19006, 7
7984, 19006, 16
7985, 19006, 27
7986, 19006, 36
7987, 19006, 41
7988, 19006, 44
7989, 19006, 44
7990, 19006, 42
7991, 19006, 39
7992, 19006, 47
7993, 19006, 40
7994, 19006, 27
7995, 19006, 13
7996, 19006, 9
7997, 19006, 14
7998, 19006, 34
7999, 19006, 38
8000, 19006, 42
8001, 19006, 40
8002, 19006, 44
8003, 19006, 43
8004, 19006, 46
8005, 19006, 42
8006, 19006, 31
8007, 19006, 18
8008, 19006, 6
8009, 19006, 18
8010, 19006, 29
8011, 19006, 37
8012, 19006, 41
8013, 19006, 43
8014, 19006, 44
8015, 19006, 37
8016, 19006, 41
8017, 19006, 42
8018, 19006, 35
8019, 19006, 27
8020, 19006, 17
8021, 19006, 12
8022, 19006, 21
8023, 19006, 29
8024, 19006, 44
8025, 19006, 37
8026, 19006, 42
8027, 19006, 39
8028, 19006, 43
8029, 19006, 44
8030, 19006, 39
8031, 19006, 32
8032, 19006, 25
8033, 19006, 9
8034, 19006, 11
8035, 19006, 22
8036, 19006, 34
8037, 19006, 37
8038, 19006, 41
8039, 19006, 41
8040, 19006, 44
8041, 19006, 42
8042, 19006, 41
8043, 19006, 39
8044, 19006, 30
8045, 19006, 14
8046, 19006, 7
8047, 19006, 12
8048, 19006, 27
8049, 19006, 38
8050, 19006, 39
8051, 19006, 42
8052, 19006, 42
8053, 19006, 41
8054, 19006, 42
8055, 19006, 39
8056, 19006, 33
8057, 19006, 15
8058, 19006, 6
8059, 19006, 11
8060, 19006, 32
8061, 19006, 37
8062, 19006, 40
8063, 19006, 38
8064, 19006, 45
8065, 19006, 40
8066, 19006, 41
8067, 19006, 34
8068, 19006, 31
8069, 19006, 26
8070, 19006, 16
8071, 19006, 8
8072, 19006, 21
8073, 19006, 28
8074, 19006, 40
8075, 19006, 37
8076, 19006, 38
8077, 19006, 42
8078, 19006, 38
8079, 19006, 38
8080, 19006, 38
8081, 19006, 33
8082, 19006, 25
8083, 19006, 9
8084, 19006, 11
8085, 19006, 22
8086, 19006, 36
8087, 19006, 33
8088, 19006, 40
8089, 19006, 38
8090, 19006, 40
8091, 19006, 39
8092, 19006, 44
8093, 19006, 37
8094, 19006, 21
8095, 19006, 15
8096, 19006, 8
8097, 19006, 27
8098, 19006, 34
8099, 19006, 37
8100, 19006, 41
7900, 19007, 41
7901, 19007, 40
7902, 19007, 40
7903, 19007, 41
7904, 19007, 43
7905, 19007, 42
7906, 19007, 29
7907, 19007, 15
7908, 19007, 9
7909, 19007, 12
7910, 19007, 20
7911, 19007, 36
7912, 19007, 43
7913, 19007, 44
7914, 19007, 41
7915, 19007, 43
7916, 19007, 39
7917, 19007, 40
7918, 19007, 35
7919, 19007, 23
7920, 19007, 15
7921, 19007, 11
7922, 19007, 21
7923, 19007, 32
7924, 19007, 46
7925, 19007, 40
7926, 19007, 43
7927, 19007, 42
7928, 19007, 41
7929, 19007, 43
7930, 19007, 40
7931, 19007, 31
7932, 19007, 21
7933, 19007, 12
7934, 19007, 12
7935, 19007, 23
7936, 19007, 34
7937, 19007, 36
7938, 19007, 39
7939, 19007, 43
7940, 19007, 44
7941, 19007, 44
7942, 19007, 43
7943, 19007, 37
7944, 19007, 23
7945, 19007, 15
7946, 19007, 7
7947, 19007, 16
7948, 19007, 31
7949, 19007, 40
7950, 19007, 41
7951, 19007, 43
7952, 19007, 46
7953, 19007, 43
7954, 19007, 40
7955, 19007, 35
7956, 19007, 37
7957, 19007, 24
7958, 19007, 12
7959, 19007, 14
7960, 19007, 23
7961, 19007, 30
7962, 19007, 38
7963, 19007, 45
7964, 19007, 44
7965, 19007, 43
7966, 19007, 39
7967, 19007, 34
7968, 19007, 40
7969, 19007, 26
7970, 19007, 16
7971, 19007, 10
7972, 19007, 21
7973, 19007, 28
7974, 19007, 42
7975, 19007, 39
7976, 19007, 47
7977, 19007, 40
7978, 19007, 42
7979, 19007, 40
7980, 19007, 44
7981, 19007, 36
7982, 19007, 16
7983, 19007, 7
7984, 19007, 15
7985, 19007, 29
7986, 19007, 36
7987, 19007, 42
7988, 19007, 44
7989, 19007, 43
7990, 19007, 42
7991, 19007, 42
7992, 19007, 49
7993, 19007, 34
7994, 19007, 27
7995, 19007, 14
7996, 19007, 9
7997, 19007, 5
7998, 19007, 30
7999, 19007, 37
8000, 19007, 45
8001, 19007, 44
8002, 19007, 42
8003, 19007, 45
8004, 19007, 47
8005, 19007, 40
8006, 19007, 34
8007, 19007, 14
8008, 19007, 9
8009, 19007, 15
8010, 19007, 29
8011, 19007, 41
8012, 19007, 42
8013, 19007, 44
8014, 19007, 45
8015, 19007, 40
8016, 19007, 41
8017, 19007, 37
8018, 19007, 36
8019, 19007, 22
8020, 19007, 17
8021, 19007, 12
8022, 19007, 19
8023, 19007, 24
8024, 19007, 44
8025, 19007, 41
8026, 19007, 41
8027, 19007, 38
8028, 19007, 43
8029, 19007, 42
8030, 19007, 41
8031, 19007, 31
8032, 19007, 26
8033, 19007, 13
8034, 19007, 17
8035, 19007, 18
8036, 19007, 31
8037, 19007, 36
8038, 19007, 39
8039, 19007, 42
8040, 19007, 43
8041, 19007, 41
8042, 19007, 40
8043, 19007, 34
8044, 19007, 22
8045, 19007, 10
8046, 19007, 5
8047, 19007, 9
8048, 19007, 31
8049, 19007, 36
8050, 19007, 37
8051, 19007, 39
8052, 19007, 40
8053, 19007, 42
8054, 19007, 41
8055, 19007, 38
8056, 19007, 25
8057, 19007, 16
8058, 19007, 8
8059, 19007, 14
8060, 19007, 25
8061, 19007, 36
8062, 19007, 41
8063, 19007, 39
8064, 19007, 43
8065, 19007, 41
8066, 19007, 39
8067, 19007, 37
8068, 19007, 32
8069, 19007, 20
8070, 19007, 13
8071, 19007, 7
8072, 19007, 23
8073, 19007, 27
8074, 19007, 41
8075, 19007, 38
8076, 19007, 40
8077, 19007, 40
8078, 19007, 40
8079, 19007, 41
8080, 19007, 41
8081, 19007, 28
8082, 19007, 16
8083, 19007, 7
8084, 19007, 13
8085, 19007, 24
8086, 19007, 36
8087, 19007, 30
8088, 19007, 40
8089, 19007, 42
8090, 19007, 42
8091, 19007, 39
8092, 19007, 39
8093, 19007, 37
8094, 19007, 24
8095, 19007, 14
8096, 19007, 5
8097, 19007, 22
8098, 19007, 27
8099, 19007, 38
8100, 19007, 43
7900, 19008, 42
7901, 19008, 42
7902, 19008, 42
7903, 19008, 39
7904, 19008, 45
7905, 19008, 43
7906, 19008, 32
7907, 19008, 12
7908, 19008, 10
7909, 19008, 13
7910, 19008, 27
7911, 19008, 36
7912, 19008, 44
7913, 19008, 44
7914, 19008, 42
7915, 19008, 40
7916, 19008, 42
7917, 19008, 38
7918, 19008, 33
7919, 19008, 20
7920, 19008, 10
7921, 19008, 10
7922, 19008, 20
7923, 19008, 32
7924, 19008, 42
7925, 19008, 38
7926, 19008, 40
7927, 19008, 40
7928, 19008, 43
7929, 19008, 44
7930, 19008, 41
7931, 19008, 25
7932, 19008, 18
7933, 19008, 12
7934, 19008, 13
7935, 19008, 27
7936, 19008, 38
7937, 19008, 36
7938, 19008, 41
7939, 19008, 43
7940, 19008, 45
7941, 19008, 43
7942, 19008, 43
7943, 19008, 39
7944, 19008, 28
7945, 19008, 16
7946, 19008, 8
7947, 19008, 17
7948, 19008, 33
7949, 19008, 41
7950, 19008, 42
7951, 19008, 43
7952, 19008, 45
7953, 19008, 43
7954, 19008, 43
7955, 19008, 35
7956, 19008, 31
7957, 19008, 20
7958, 19008, 11
7959, 19008, 14
7960, 19008, 21
7961, 19008, 35
7962, 19008, 40
7963, 19008, 41
7964, 19008, 44
7965, 19008, 43
7966, 19008, 38
7967, 19008, 40
7968, 19008, 36
7969, 19008, 26
7970, 19008, 14
7971, 19008, 12
7972, 19008, 22
7973, 19008, 39
7974, 19008, 41
7975, 19008, 43
7976, 19008, 46
7977, 19008, 41
7978, 19008, 39
7979, 19008, 43
7980, 19008, 43
7981, 19008, 37
7982, 19008, 19
7983, 19008, 11
7984, 19008, 13
7985, 19008, 30
7986, 19008, 37
7987, 19008, 38
7988, 19008, 43
7989, 19008, 41
7990, 19008, 44
7991, 19008, 41
7992, 19008, 45
7993, 19008, 39
7994, 19008, 29
7995, 19008, 16
7996, 19008, 9
7997, 19008, 17
7998, 19008, 40
7999, 19008, 43
8000, 19008, 43
8001, 19008, 46
8002, 19008, 43
8003, 19008, 43
8004, 19008, 46
8005, 19008, 38
8006, 19008, 37
8007, 19008, 10
8008, 19008, 7
8009, 19008, 16
8010, 19008, 26
8011, 19008, 36
8012, 19008, 45
8013, 19008, 44
8014, 19008, 42
8015, 19008, 38
8016, 19008, 44
8017, 19008, 39
8018, 19008, 38
8019, 19008, 25
8020, 19008, 16
8021, 19008, 15
8022, 19008, 24
8023, 19008, 28
8024, 19008, 41
8025, 19008, 41
8026, 19008, 41
8027, 19008, 37
8028, 19008, 39
8029, 19008, 43
8030, 19008, 41
8031, 19008, 33
8032, 19008, 23
8033, 19008, 11
8034, 19008, 15
8035, 19008, 20
8036, 19008, 34
8037, 19008, 38
8038, 19008, 39
8039, 19008, 43
8040, 19008, 44
8041, 19008, 39
8042, 19008, 40
8043, 19008, 33
8044, 19008, 29
8045, 19008, 11
8046, 19008, 6
8047, 19008, 15
8048, 19008, 39
8049, 19008, 32
8050, 19008, 43
8051, 19008, 38
8052, 19008, 40
8053, 19008, 42
8054, 19008, 41
8055, 19008, 37
8056, 19008, 35
8057, 19008, 17
8058, 19008, 7
8059, 19008, 9
8060, 19008, 26
8061, 19008, 36
8062, 19008, 38
8063, 19008, 37
8064, 19008, 41
8065, 19008, 39
8066, 19008, 39
8067, 19008, 35
8068, 19008, 34
8069, 19008, 25
8070, 19008, 13
8071, 19008, 7
8072, 19008, 20
8073, 19008, 29
8074, 19008, 34
8075, 19008, 36
8076, 19008, 39
8077, 19008, 39
8078, 19008, 39
8079, 19008, 39
8080, 19008, 38
8081, 19008, 34
8082, 19008, 18
8083, 19008, 8
8084, 19008, 12
8085, 19008, 25
8086, 19008, 34
8087, 19008, 33
8088, 19008, 42
8089, 19008, 40
8090, 19008, 41
8091, 19008, 41
8092, 19008, 38
8093, 19008, 41
8094, 19008, 27
8095, 19008, 10
8096, 19008, 9
8097, 19008, 13
8098, 19008, 30
8099, 19008, 34
8100, 19008, 43
7900, 19009, 42
7901, 19009, 39
7902, 19009, 42
7903, 19009, 39
7904, 19009, 45
7905, 19009, 41
7906, 19009, 28
7907, 19009, 10
7908, 19009, 7
7909, 19009, 15
7910, 19009, 21
7911, 19009, 34
7912, 19009, 44
7913, 19009, 41
7914, 19009, 43
7915, 19009, 43
7916, 19009, 42
7917, 19009, 41
7918, 19009, 36
7919, 19009, 30
7920, 19009, 15
7921, 19009, 9
7922, 19009, 20
7923, 19009, 30
7924, 19009, 41
7925, 19009, 40
7926, 19009, 38
7927, 19009, 41
7928, 19009, 42
7929, 19009, 44
7930, 19009, 37
7931, 19009, 33
7932, 19009, 24
7933, 19009, 15
7934, 19009, 12
7935, 19009, 23
7936, 19009, 39
7937, 19009, 33
7938, 19009, 42
7939, 19009, 42
7940, 19009, 44
7941, 19009, 43
7942, 19009, 41
7943, 19009, 41
7944, 19009, 32
7945, 19009, 16
7946, 19009, 4
7947, 19009, 17
7948, 19009, 20
7949, 19009, 39
7950, 19009, 45
7951, 19009, 42
7952, 19009, 47
7953, 19009, 43
7954, 19009, 42
7955, 19009, 36
7956, 19009, 37
7957, 19009, 14
7958, 19009, 9
7959, 19009, 14
7960, 19009, 23
7961, 19009, 35
7962, 19009, 44
7963, 19009, 45
7964, 19009, 44
7965, 19009, 42
7966, 19009, 37
7967, 19009, 38
7968, 19009, 39
7969, 19009, 26
7970, 19009, 18
7971, 19009, 11
7972, 19009, 24
7973, 19009, 33
7974, 19009, 43
7975, 19009, 43
7976, 19009, 43
7977, 19009, 40
7978, 19009, 42
7979, 19009, 41
7980, 19009, 41
7981, 19009, 34
7982, 19009, 21
7983, 19009, 10
7984, 19009, 14
7985, 19009, 23
7986, 19009, 34
7987, 19009, 41
7988, 19009, 44
7989, 19009, 42
7990, 19009, 44
7991, 19009, 41
7992, 19009, 49
7993, 19009, 36
7994, 19009, 29
7995, 19009, 9
7996, 19009, 10
7997, 19009, 12
7998, 19009, 32
7999, 19009, 37
8000, 19009, 46
8001, 19009, 45
8002, 19009, 42
8003, 19009, 43
8004, 19009, 44
8005, 19009, 35
8006, 19009, 34
8007, 19009, 12
8008, 19009, 10
8009, 19009, 18
8010, 19009, 28
8011, 19009, 37
8012, 19009, 46
8013, 19009, 45
8014, 19009, 41
8015, 19009, 39
8016, 19009, 40
8017, 19009, 35
8018, 19009, 34
8019, 19009, 25
8020, 19009, 16
8021, 19009, 12
8022, 19009, 25
8023, 19009, 35
8024, 19009, 42
8025, 19009, 40
8026, 19009, 43
8027, 19009, 42
8028, 19009, 41
8029, 19009, 41
8030, 19009, 37
8031, 19009, 37
8032, 19009, 25
8033, 19009, 9
8034, 19009, 11
8035, 19009, 20
8036, 19009, 33
8037, 19009, 36
8038, 19009, 42
8039, 19009, 41
8040, 19009, 44
8041, 19009, 40
8042, 19009, 38
8043, 19009, 34
8044, 19009, 27
8045, 19009, 9
8046, 19009, 4
8047, 19009, 9
8048, 19009, 24
8049, 19009, 39
8050, 19009, 41
8051, 19009, 42
8052, 19009, 41
8053, 19009, 40
8054, 19009, 40
8055, 19009, 39
8056, 19009, 31
8057, 19009, 15
8058, 19009, 4
8059, 19009, 10
8060, 19009, 15
8061, 19009, 38
8062, 19009, 42
8063, 19009, 40
8064, 19009, 43
8065, 19009, 36
8066, 19009, 39
8067, 19009, 34
8068, 19009, 34
8069, 19009, 29
8070, 19009, 13
8071, 19009, 7
8072, 19009, 18
8073, 19009, 26
8074, 19009, 36
8075, 19009, 39
8076, 19009, 36
8077, 19009, 37
8078, 19009, 39
8079, 19009, 40
8080, 19009, 36
8081, 19009, 26
8082, 19009, 18
8083, 19009, 11
8084, 19009, 13
8085, 19009, 22
8086, 19009, 33
8087, 19009, 36
8088, 19009, 37
8089, 19009, 40
8090, 19009, 42
8091, 19009, 38
8092, 19009, 40
8093, 19009, 36
8094, 19009, 28
8095, 19009, 13
8096, 19009, 8
8097, 19009, 22
8098, 19009, 28
8099, 19009, 34
8100, 19009, 44
7900, 19010, 43
7901, 19010, 41
7902, 19010, 40
7903, 19010, 37
7904, 19010, 45
7905, 19010, 44
7906, 19010, 31
7907, 19010, 11
7908, 19010, 5
7909, 19010, 12
7910, 19010, 26
7911, 19010, 38
7912, 19010, 44
7913, 19010, 45
7914, 19010, 40
7915, 19010, 42
7916, 19010, 39
7917, 19010, 39
7918, 19010, 33
7919, 19010, 22
7920, 19010, 11
7921, 19010, 12
7922, 19010, 23
7923, 19010, 33
7924, 19010, 39
7925, 19010, 39
7926, 19010, 39
7927, 19010, 41
7928, 19010, 40
7929, 19010, 45
7930, 19010, 41
7931, 19010, 26
7932, 19010, 23
7933, 19010, 12
7934, 19010, 16
7935, 19010, 22
7936, 19010, 40
7937, 19010, 35
7938, 19010, 40
7939, 19010, 42
7940, 19010, 43
7941, 19010, 43
7942, 19010, 44
7943, 19010, 38
7944, 19010, 31
7945, 19010, 15
7946, 19010, 7
7947, 19010, 19
7948, 19010, 33
7949, 19010, 43
7950, 19010, 41
7951, 19010, 42
7952, 19010, 45
7953, 19010, 44
7954, 19010, 44
7955, 19010, 37
7956, 19010, 38
7957, 19010, 12
7958, 19010, 10
7959, 19010, 15
7960, 19010, 27
7961, 19010, 37
7962, 19010, 44
7963, 19010, 42
7964, 19010, 44
7965, 19010, 41
7966, 19010, 40
7967, 19010, 37
7968, 19010, 41
7969, 19010, 36
7970, 19010, 18
7971, 19010, 10
7972, 19010, 18
7973, 19010, 34
7974, 19010, 43
7975, 19010, 43
7976, 19010, 41
7977, 19010, 42
7978, 19010, 43
7979, 19010, 39
7980, 19010, 44
7981, 19010, 34
7982, 19010, 17
7983, 19010, 9
7984, 19010, 15
7985, 19010, 22
7986, 19010, 35
7987, 19010, 39
7988, 19010, 43
7989, 19010, 44
7990, 19010, 42
7991, 19010, 42
7992, 19010, 49
7993, 19010, 37
7994, 19010, 25
7995, 19010, 8
7996, 19010, 6
7997, 19010, 18
7998, 19010, 30
7999, 19010, 39
8000, 19010, 46
8001, 19010, 42
8002, 19010, 44
8003, 19010, 45
8004, 19010, 43
8005, 19010, 37
8006, 19010, 31
8007, 19010, 16
8008, 19010, 10
8009, 19010, 14
8010, 19010, 28
8011, 19010, 36
8012, 19010, 42
8013, 19010, 44
8014, 19010, 43
8015, 19010, 42
8016, 19010, 41
8017, 19010, 38
8018, 19010, 40
8019, 19010, 26
8020, 19010, 18
8021, 19010, 12
8022, 19010, 20
8023, 19010, 28
8024, 19010, 41
8025, 19010, 39
8026, 19010, 41
8027, 19010, 39
8028, 19010, 44
8029, 19010, 43
8030, 19010, 36
8031, 19010, 32
8032, 19010, 17
8033, 19010, 9
8034, 19010, 14
8035, 19010, 21
8036, 19010, 27
8037, 19010, 38
8038, 19010, 41
8039, 19010, 43
8040, 19010, 42
8041, 19010, 41
8042, 19010, 38
8043, 19010, 38
8044, 19010, 30
8045, 19010, 9
8046, 19010, 8
8047, 19010, 16
8048, 19010, 31
8049, 19010, 39
8050, 19010, 41
8051, 19010, 39
8052, 19010, 42
8053, 19010, 41
8054, 19010, 40
8055, 19010, 39
8056, 19010, 35
8057, 19010, 19
8058, 19010, 7
8059, 19010, 9
8060, 19010, 26
8061, 19010, 35
8062, 19010, 41
8063, 19010, 40
8064, 19010, 43
8065, 19010, 40
8066, 19010, 36
8067, 19010, 38
8068, 19010, 32
8069, 19010, 26
8070, 19010, 10
8071, 19010, 5
